가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
장수버섯샤브샤브,단품요리 전문,제주 서귀포시 표선면 표선리 858-6번지 1층,표선면,표선면,1,2,11.11,22.22,16.67,0,16.67,16.67,16.67,0,5.56,16.67,77.78,0,53.85,56.6,43.4,12.5,15.1,28.3,21.1,23,
추자에가면,가정식,제주 제주시 추자면 대서리 4-4번지 1층,추자면,추자면,2,2,25,20,8.33,8.33,6.67,21.67,10,35,20,35,10,0,33.1,65.65,34.35,5.55,5.55,16.2,36.3,36.5,
마운트에베레스트,동남아/인도음식,제주 제주시 일도일동 1299-8번지 2층,일도일동,제주,2,3,9.31,11.81,21.53,13.06,18.19,9.03,17.08,1.39,14.86,27.08,55.28,1.39,57.62,60.2,39.8,31.15,30.15,21.75,15.85,1.1,
휠스,단품요리 전문,제주 제주시 용담이동 2743-3번지 1층,용담이동,제주,4,2,0,21.67,16.57,14.16,18.71,15.58,13.31,13.46,19.25,33.72,33.57,0,36.19,81,19,32.75,46.7,13.55,5.2,1.8,
더헤이븐(The Haven),단품요리 전문,제주 제주시 연동 262-26번지 1동 2층,연동,제주,5,1,15.26,21.65,14.33,14.3,13.76,9.47,11.22,21.72,29.5,46.67,2.11,0,52.65,37.15,62.85,21.5,42.2,23.5,11.65,1.1,
신시가지네네치킨,치킨,제주 서귀포시 서호동 1442-3번지,서호동,서귀포,1,1,9.09,9.09,22.73,18.18,13.64,13.64,13.64,0,0,18.18,81.82,0,68.78,61.6,38.4,10.1,22.1,36.2,22.1,9.4,
롯데리아제주함덕점,샌드위치/토스트,제주 제주시 조천읍 함덕리 1004-30번지 1층 101호,조천읍,조천읍,6,4,14.76,13.03,13.21,12.65,13.42,16.15,16.78,11.83,20.58,36.74,30.86,0,21.75,49.85,50.15,17.57,29.62,37.3,11.2,4.3,
두가시영,가정식,제주 서귀포시 표선면 하천리 153-1번지,표선면,표선면,2,1,19.07,12.41,26.48,24.44,12.41,5.19,0,6.85,66.85,1.67,24.63,0,69.92,82.5,17.5,2.95,13.35,32.6,27.55,23.45,
엘에이본즈,단품요리 전문,제주 제주시 연동 251-8번지 뉴제원아파트 107호,연동,제주,1,2,7.88,16.97,0,23.64,22.42,24.55,4.55,0,0,0,97.73,2.27,70.51,56,44,14,37.25,28.65,11.45,8.6,
녹차골정식,가정식,제주 서귀포시 안덕면 광평리 298-3번지,안덕면,안덕면,1,2,11.3,13.87,8.93,25.5,10.49,16.05,13.87,18.09,42.97,15.62,23.31,0,29.87,65.93,34.07,0.37,3.73,25.07,32.5,38.3,
맨도롱제주,단품요리 전문,제주 서귀포시 안덕면 사계리 112번지,안덕면,안덕면,5,4,18.15,13.17,14.95,7.12,10.68,12.46,23.49,16.73,16.73,66.55,0,0,2.59,44.8,55.2,23.8,26.6,29.3,14.3,5.9,
앰제이,단품요리 전문,제주 제주시 일도일동 1416-1번지,일도일동,제주,1,2,8.68,14.93,3.13,11.81,11.81,22.92,26.74,0,0,0,22.92,77.08,36.13,93.75,6.25,11.45,31.9,30.15,8.2,18.35,
주식회사 알비인터내셔널,단품요리 전문,제주 서귀포시 안덕면 사계리 734번지 1층,안덕면,안덕면,2,2,18.64,13.26,11.59,15.55,16.35,15.18,9.43,0.27,0.55,12.69,86.49,0,10.14,57.44,42.56,15.8,32.18,31.08,15.9,5,
일상(ILSANG),일식,제주 서귀포시 상예동 525번지,상예동,서귀포,1,4,15.33,1.54,9.81,14.49,21.02,13.08,24.73,0,0,0.8,63.42,35.78,28.74,52.26,47.74,25.92,46.36,17.6,8.32,1.76,
두찜신제주점,단품요리 전문,제주 제주시 노형동 3785-6번지 1층 102호 103호,노형동,제주,2,1,12.06,20.54,2.7,13.38,24.27,16.3,10.75,2.78,13.6,18.86,63.45,1.32,74.42,50.85,49.15,22.1,21.95,26.6,24.4,4.9,
마리나,단품요리 전문,제주 제주시 연동 300-8번지 연동,연동,제주,1,4,13.1,35.71,0,19.05,22.62,0,9.52,35.71,35.71,19.05,9.52,0,32.77,53.63,46.37,0,8.47,13.23,55.87,22.47,
어멍식당,단품요리 전문,제주 제주시 조천읍 와흘리 246-2번지 1층,조천읍,조천읍,1,4,11.11,5.56,16.67,0,11.11,16.67,38.89,11.11,55.56,27.78,5.56,0,43.86,56.9,43.1,1.7,19,51.7,5.2,22.4,
돈블럭,가정식,제주 서귀포시 회수동 980번지 1층,회수동,서귀포,1,2,12.17,15.03,16.78,16.83,19.03,20.17,0,4.13,15.17,8.63,72.08,0,6.54,42.1,57.9,21.73,31.83,18.43,17.93,10.05,
원조부안집제주노형점,가정식,제주 제주시 노형동 923-4번지 1층,노형동,제주,3,4,12.86,14.69,13.22,17.31,13.45,12.36,16.11,1.66,16.42,4.68,72.7,4.54,57.89,61.68,38.33,18.99,26.85,26.43,20.94,6.8,
치요남치킨제주광양점,치킨,제주 제주시 이도일동 1245-5번지 아이린4차아파트 101호,이도일동,제주,2,1,16.75,19,18.14,13.64,7.23,11.27,13.97,0,0,5.99,63.41,30.6,58.69,64.28,35.73,12.68,23.83,25.3,22.68,15.5,
명경식당,중식,제주 서귀포시 안덕면 화순리 322-5번지,안덕면,안덕면,5,4,14.86,4.5,15.73,15.57,14.65,15.04,19.65,17.62,41.65,35.28,5.45,0,66.84,67.54,32.46,5.8,18.2,27.28,27.96,20.74,
가미정,가정식,제주 서귀포시 표선면 성읍리 547번지,표선면,표선면,1,4,23.75,6.25,22.08,24.79,0,5,18.13,16.25,55.83,27.92,0,0,8.74,60.43,39.58,0,6.73,12.58,34.98,45.75,
전여친전남친,단품요리 전문,제주 제주시 한림읍 귀덕리 3881번지 2층,한림읍,한림읍,2,2,14.91,3.2,12.76,9.52,27.62,17.03,14.97,0,0,1.11,57.58,41.31,19.26,63.6,36.4,32.43,34.87,18.77,12,1.87,
회뜨는집,단품요리 전문,제주 제주시 애월읍 구엄리 1033번지 애월,애월읍,애월읍,1,2,3.33,15.58,9.07,8.46,17.37,32.75,13.43,1.59,22.7,9.84,65.87,0,51.36,65.03,34.97,14.47,12.3,18.77,34.27,20.2,
춘천명동닭갈비일도점,단품요리 전문,제주 제주시 이도이동 408-2번지 1층,이도이동,제주,2,2,14.39,15.92,14.77,12.07,18.26,15.77,8.82,0,1.7,5.35,85.37,7.58,95.04,61.18,38.83,12.25,29.64,32.68,18.45,7,
똥도새기,단품요리 전문,제주 제주시 애월읍 신엄리 957번지,애월읍,애월읍,1,2,15.65,8.98,8.58,13.53,14.42,19.15,19.71,0,0,6.11,93.19,0.69,8.84,54.83,45.17,22.55,21.25,27.93,21.35,6.93,
우리뼈감자탕,단품요리 전문,제주 제주시 삼도일동 517번지,삼도일동,제주,3,3,14.47,11.23,19.44,12.73,19.92,13.35,8.88,10.39,32.55,21.63,35.43,0,79.11,62.04,37.96,5.68,14.72,18.4,39.64,21.58,
별오름탑동점,단품요리 전문,제주 제주시 건입동 1319-17번지 2층,건입동,제주,1,2,23.8,0,19.52,13.37,11.1,9.09,23.13,2.27,10.43,17.91,69.39,0,64.52,71.4,28.6,14.6,21.75,27.4,26.2,10.1,
달동네수제숨두부,단품요리 전문,제주 서귀포시 색달동 1868-3번지 1층,색달동,서귀포,3,2,0,17.61,15.47,15.21,15.92,16.68,19.11,19.12,38.6,13.86,28.42,0,52.74,53.52,46.48,3.42,11.63,24.32,36.42,24.22,
하나식당,가정식,제주 서귀포시 대정읍 하모리 841-40번지 1층,대정읍,대정읍,1,2,14.29,28.57,57.14,0,0,0,0,0,42.86,0,57.14,0,64.29,68.8,31.3,3.1,3.1,25,34.4,34.4,
세화오리촌,단품요리 전문,제주 제주시 구좌읍 세화리 3642-11번지 세화오리촌,구좌읍,구좌읍,1,2,19.38,3.17,12.07,9.86,20.34,24.35,10.82,0,0,6.68,93.32,0,75.22,67.37,32.63,4.37,22.3,18.7,23.93,30.7,
빽다방제주이도초교점,커피,제주 제주시 이도이동 2036-1번지 1층,이도이동,제주,5,2,11.13,13.43,13.85,14.93,13.99,16.01,16.67,29.46,27.32,29.27,13.95,0,87.53,49.38,50.63,12.79,29.06,38.29,16.98,2.93,
의귀송원,가정식,제주 서귀포시 남원읍 의귀리 1660번지,남원읍,남원읍,1,2,8.8,12.55,17.39,11.09,16.07,13,21.11,7.42,28.13,18.95,45.51,0,77.35,67.45,32.55,2.23,9.83,19.75,37.48,30.7,
갈매기팸,단품요리 전문,제주 제주시 구좌읍 세화리 1477-2번지 2층,구좌읍,구좌읍,3,2,12.01,20.2,19.62,0,12.11,19.97,16.09,8.77,35.02,37.41,18.8,0,11.05,48.3,51.7,17.2,30.67,28.43,15.9,7.73,
못난이식당,가정식,제주 서귀포시 대정읍 상모리 3855-8번지,대정읍,대정읍,2,1,16.13,22.58,35.48,22.58,3.23,0,0,16.13,32.26,9.68,41.94,0,69.84,67.5,32.5,3.6,15.1,39.7,30.6,11.1,
하나미,일식,제주 제주시 노형동 1274-3번지 1층,노형동,제주,3,4,20.1,14.41,16.72,12.57,16.83,18.75,0.62,2.58,34.25,10.19,52.98,0,81.58,52.98,47.02,9.26,17.8,25.18,33.82,13.94,
우도돌담집,가정식,제주 제주시 우도면 연평리 962번지 1층,우도면,우도면,3,1,13.21,15.09,13.21,9.43,13.21,13.21,22.64,32.08,41.51,26.42,0,0,4.98,52.2,47.8,22.4,30.9,28.4,14.7,3.6,
피엠푸드서귀포점,피자,제주 서귀포시 동홍동 512-16번지 1층,동홍동,서귀포,1,1,15.38,0,7.69,38.46,15.38,0,23.08,0,7.69,0,76.92,15.38,76.54,62.9,37.1,6.2,15.5,29.9,41.2,7.2,
투빅(Too Big),커피,제주 서귀포시 남원읍 남원리 99-3번지 1층,남원읍,남원읍,5,6,23.6,16.77,11.8,8.07,12.42,11.8,15.53,31.68,30.43,25.47,12.42,0,52.08,57.8,42.2,15.8,26.4,28.5,21.4,7.9,
대동강초계탕,가정식,제주 서귀포시 표선면 세화리 254-6번지 1층,표선면,표선면,2,1,15.14,17.99,7.53,13.98,12.33,18.08,14.95,7.87,51.04,27.69,13.4,0,40.79,65.43,34.57,5.4,19.93,23.5,25.27,25.9,
스푸레무따,커피,제주 제주시 노형동 119-3번지 2층,노형동,제주,4,2,7.85,18.35,16.02,14.68,15.18,13.22,14.7,14.94,43.97,33.05,8.05,0,70.75,30.5,69.5,4.55,21.25,35.2,26.2,12.75,
세화통닭,치킨,제주 제주시 구좌읍 세화리 1525-3번지 1층 세화통닭,구좌읍,구좌읍,2,1,26.09,4.35,17.39,4.35,17.39,8.7,21.74,0,0,4.35,82.61,13.04,49.06,60.8,39.2,4.9,22.4,41.3,19.6,11.9,
아방솟덕,가정식,제주 제주시 한림읍 한림리 1018-6번지 1층,한림읍,한림읍,1,3,8.33,25,25,25,8.33,0,8.33,25,12.5,62.5,0,0,59.82,6.7,93.3,0,19.2,35.73,45.1,0,
제주시듬삭헌국밥집,가정식,제주 제주시 화북일동 4634-1번지 1층,화북일동,제주,3,1,9.26,24.83,14.05,16.46,7.41,12.89,15.09,31.41,44.86,14.26,9.47,0,81.69,72.4,27.6,2.9,10.5,33.15,37.5,16,
북촌손만두제주법원점,단품요리 전문,제주 제주시 이도이동 1027-10번지 1층,이도이동,제주,4,1,20.78,31.17,3.9,10.39,18.18,11.69,3.9,6.49,36.36,32.47,24.68,0,75.64,45.3,54.7,18.4,16.4,31.3,25.7,8.2,
고불락,단품요리 전문,제주 제주시 애월읍 고내리 1164-1번지,애월읍,애월읍,2,2,16.4,24.87,19.48,16.25,8.22,13.55,1.22,2.01,36.56,39.59,21.84,0,11.35,45.9,54.1,23.68,26.93,26.6,14.8,8.05,
신도시정육식당,가정식,제주 서귀포시 서호동 1477-4번지 1층,서호동,서귀포,1,2,17.57,15.71,14.89,5,10.86,15.93,20.04,0,0,0.89,99.11,0,44.62,72.2,27.8,8.63,18.15,26.4,35.35,11.48,
끝자락부제,가정식,제주 서귀포시 성산읍 성산리 218-3번지 1층,성산읍,성산읍,2,2,17.68,23.48,9.58,10.52,8.15,11.64,18.95,0,0,0,39.36,60.64,12.21,47.07,52.93,44.57,40.63,7.53,5.83,1.4,
속살(SOKSAL),일식,제주 서귀포시 서귀동 702-2번지 1층,서귀동,서귀포,1,4,3.33,13.13,16.45,13.52,18.22,23.12,12.24,0,0,0,70.42,29.58,47.14,54.83,45.17,31.57,35.53,21.07,10,1.8,
김녕식당,가정식,제주 제주시 구좌읍 김녕리 1635-8번지 1층,구좌읍,구좌읍,1,3,0,19.05,15.76,19.59,18.95,26.64,0,0,1.09,1.39,96.44,1.09,7.47,45.43,54.58,23.35,41.4,25.35,7.98,1.95,
풍로룸(room),가정식,제주 서귀포시 안덕면 서광리 산 35-16번지 1층,안덕면,안덕면,1,3,10.87,6.52,25,0,25,10.87,21.74,0,0,2.17,97.83,0,16.52,42.75,57.25,4.75,40.45,38.2,4.75,11.8,
제주길흑돼지,단품요리 전문,제주 서귀포시 성산읍 온평리 662번지,성산읍,성산읍,1,2,7.87,6.5,10.92,20.92,18.3,16.93,18.55,0,3.94,14.6,81.46,0,8.06,49.67,50.33,20.03,24.77,28.1,19.27,7.87,
제주착한닭강정,치킨,제주 제주시 구좌읍 평대리 3351-2번지 1층,구좌읍,구좌읍,4,1,12.87,3.51,11.89,13.16,13.56,24.17,20.85,2.7,6.64,33.78,56.88,0,19.69,49.96,50.04,17.3,34.92,31.06,12.84,3.86,
김가네,분식,제주 제주시 일도일동 1347번지,일도일동,제주,4,1,17.75,13.45,0,15.18,13.6,18.98,21.05,7.05,30.29,48.68,13.98,0,71.01,46.7,53.3,21.7,25.45,25.6,19.85,7.35,
이학,일식,제주 제주시 삼도일동 710-6번지 삼오일동,삼도일동,제주,1,3,15,20,30,10,20,5,0,0,35,15,50,0,77.18,64.2,35.8,2.6,6,14.6,25.2,51.7,
팔팔88국밥,가정식,제주 서귀포시 서귀동 296-9번지,서귀동,서귀포,3,1,0,16.19,15.42,15.26,15.89,23.08,14.15,26.92,25.64,20.37,27.07,0,29.83,75.2,24.8,22.67,27.1,17.2,19.73,13.3,
가야장수밀면,가정식,제주 서귀포시 토평동 2263-3번지,토평동,서귀포,3,1,15.55,19.3,0,17.31,15.43,15.13,17.28,13.88,56.12,17.19,12.81,0,75.57,76.6,23.4,4.97,14.67,33.83,29.1,17.47,
협재집55센치톳칼국수,단품요리 전문,제주 제주시 한림읍 수원리 944-3번지 2층,한림읍,한림읍,3,3,10.12,12.91,11.38,15.29,17.65,17.09,15.55,23.36,38.53,26.57,11.54,0,18,52.05,47.95,15.51,21.95,24.39,21.38,16.79,
귀동이네,가정식,제주 제주시 화북일동 1955-14번지,화북일동,제주,2,2,16.46,22.29,16.21,16.99,15.76,12.29,0,8.96,41.12,11.47,38.45,0,88.34,81.47,18.53,1.57,6.93,20.3,26.4,44.83,
제스바,가정식,제주 제주시 노형동 115번지 3층,노형동,제주,2,2,12.68,11.32,11.91,9.95,11.4,18.79,23.96,16.24,7.78,21.4,32.89,21.69,66.78,66.01,33.99,12.66,19.45,26.54,36.68,4.64,
봉끄랑 과자점,베이커리,제주 제주시 우도면 연평리 2649-1번지 1층,우도면,우도면,4,3,20.54,14.8,7.13,10.69,10.67,15.2,20.97,18.32,50.84,30.84,0,0,3.52,49.3,50.7,28.75,29.55,24.7,13.45,3.5,
도희도,가정식,제주 제주시 도두이동 1645번지 1층,도두이동,제주,2,4,0,19.52,14.54,15.83,15.65,17.2,17.26,0,0,11.59,88.16,0.25,28.41,53.18,46.83,19.21,31.46,26.21,17.58,5.58,
홀덤라운지,단품요리 전문,제주 제주시 연동 283-36번지 2층,연동,제주,1,3,0,35.12,39.88,12.5,8.33,4.17,0,4.17,0,0,12.5,83.33,69.23,64.1,35.9,41.05,10.25,48.7,0,0,
공간,가정식,제주 제주시 연동 276-9번지 신제주오피스텔 106호,연동,제주,3,1,16.3,0,16.53,14.42,22.04,15.47,15.24,0,0,13.37,78.08,8.55,89,62.6,37.4,8.95,14.85,42.1,25.15,8.95,
삼성웰스토리 (주)호텔신라제주면세점,구내식당/푸드코트,제주 제주시 연동 252-7번지 2층,연동,제주,4,4,18.66,13.14,14.92,14.27,15.59,10.95,12.47,45.5,52.08,2.26,0.16,0,94.85,22.53,77.48,11.7,42.21,33.99,11,1.11,
제주밀당,단품요리 전문,제주 제주시 내도동 380-3번지,내도동,제주,4,2,14.74,14.15,14.48,14.01,13.81,17.54,11.26,31.48,23.29,27.42,17.81,0,10.14,55.44,44.56,28.2,26.36,27.14,15.08,3.22,
빽다방 탐라도서관8,커피,제주 제주시 노형동 3798-10번지 1층,노형동,제주,6,2,14.19,13.08,14.11,13.75,14.59,14.95,15.34,25.67,27.88,38.04,8.41,0,81.98,51.93,48.08,15.96,31.36,30.09,18.71,3.89,
인터포레스트,단품요리 전문,제주 제주시 구좌읍 송당리 2092번지 2층,구좌읍,구좌읍,4,2,16.97,13.61,12.78,13.61,11.51,14.15,17.35,15.25,30.7,50.33,3.72,0,11.23,42.3,57.7,25.23,38.8,18.37,12.77,4.87,
인판포,가정식,제주 제주시 한경면 판포리 2881-1번지 1층,한경면,한경면,2,2,12.59,10.32,7.66,15.39,12.38,24.42,17.24,10.05,11.55,9.11,68.63,0.67,9.42,48.37,51.63,23.32,26.83,30.35,13.15,6.35,
늘여름,가정식,제주 서귀포시 서귀동 432-8번지 1층,서귀동,서귀포,1,1,9.9,4.06,12.66,13.96,21.1,17.53,20.78,0,0,0,91.88,8.12,45.5,49.3,50.7,42.85,37.55,12.5,6.1,1.05,
보리수,단품요리 전문,제주 제주시 노형동 1275-9번지 대성연립주택 1층 101호,노형동,제주,1,2,12.99,14.08,12.65,13.79,10.8,12.18,23.51,0,0,2.27,49.7,48.03,80.04,75.58,24.43,8.85,12.58,34.35,27.85,16.4,
플레이스우도,단품요리 전문,제주 제주시 우도면 연평리 1200-5번지 2층,우도면,우도면,4,2,18.51,13.6,13.19,8.46,14.16,16.09,15.99,10.89,38.15,50.95,0,0,2.43,46.83,53.17,24.72,32.05,24.6,13.4,5.25,
삼양백년짜장,중식,제주 제주시 삼양이동 2102-17번지 1층,삼양이동,제주,4,3,15.94,13.23,0,15.67,18.59,15.67,20.89,9.54,35.71,31.57,23.18,0,74.97,73.9,26.1,6.45,16.6,32.85,26.45,17.65,
올레보쌈,단품요리 전문,제주 서귀포시 서귀동 270-5번지 1층,서귀동,서귀포,2,3,17.53,13.1,11.88,15.91,15.17,17.28,9.12,0,1.26,8.28,90.46,0,85.31,65.41,34.59,2.66,8.17,21.89,42.71,24.54,
55돈,가정식,제주 제주시 외도일동 445-11번지 1층,외도일동,제주,1,1,15.07,0,9.33,15.56,12.89,29.5,17.65,0,0,1.19,95.83,2.98,69.59,51.73,48.28,7.55,32.98,34.2,24,1.25,
인생민물장어동홍점,단품요리 전문,제주 서귀포시 동홍동 114-11번지 1층,동홍동,서귀포,2,3,11.56,18.16,12.4,12.58,13.85,17.61,13.85,0.92,4.35,7.35,85.23,2.15,86.93,62.8,37.21,6.94,14.84,37.93,20.55,19.74,
굽네치킨 외도점,치킨,제주 제주시 외도일동 635-16번지,외도일동,제주,3,1,21.57,0,1.96,15.69,11.76,19.61,29.41,0,0,25.49,66.67,7.84,83.33,54.4,45.6,12,15,40.1,27.6,5.3,
유생식당,가정식,제주 제주시 이도이동 1076-18번지,이도이동,제주,2,3,14.22,16.89,19.95,20.03,14.64,13.83,0.44,12.38,38.23,14.74,34.65,0,62.36,62.26,37.74,5.3,18.06,34.18,32.16,10.3,
쎈 얼큰이,단품요리 전문,제주 서귀포시 서귀동 279-2번지 쎈얼큰이,서귀동,서귀포,2,3,17.24,6.9,6.9,6.9,17.24,13.79,31.03,0,0,0,100,0,81.82,57.1,42.9,9.5,0,28.6,23.8,38.1,
엠에이티(MAT),양식,제주 제주시 노형동 3789-5번지 2층,노형동,제주,1,4,9.25,4.76,15.27,7.35,18.45,26.11,18.81,0,2.86,0,77.16,19.98,62.59,71.9,28.1,10.19,39.64,17.51,30.01,2.61,
낙동생오리,단품요리 전문,제주 제주시 오라삼동 2804-6번지,오라삼동,제주,1,2,15.63,20.6,16.25,13.66,13.25,13.66,6.94,17.81,54.87,2.38,24.95,0,84.27,53.5,46.5,2.5,7.3,28.35,26.1,35.7,
제주설심당동홍점,단품요리 전문,제주 서귀포시 동홍동 450-20번지 1층,동홍동,서귀포,4,3,12.75,12.3,10.26,12.2,11.29,19.48,21.71,2.8,13.08,31.64,52.27,0.21,71.51,40.02,59.98,15.35,18.93,31.77,21.92,11.98,
빈대떡과사름덜,단품요리 전문,제주 제주시 이도이동 407번지,이도이동,제주,2,2,10.34,17.24,13.79,13.79,10.34,6.9,27.59,0,0,6.9,82.76,10.34,89.12,71.5,28.5,19.2,29.7,25.9,20.5,4.6,
어부피자,피자,제주 서귀포시 성산읍 수산리 225번지 1층,성산읍,성산읍,1,1,11.04,14.61,2.5,20.52,11.56,9.9,29.87,0,22.56,33.36,44.08,0,12.75,53.58,46.43,17.38,33.88,29.53,13.53,5.7,
통통돼지,가정식,제주 제주시 삼도일동 531-10번지 1층,삼도일동,제주,2,3,14.29,10.71,3.57,14.29,3.57,17.86,35.71,0,0,7.14,85.71,7.14,88.24,73.5,26.5,2.9,20.6,41.2,17.6,17.6,
오복돈,가정식,제주 제주시 이도이동 1052-3번지 1층,이도이동,제주,1,1,12.07,17.2,19.02,6.94,12.29,12.07,20.41,0,0,0,100,0,82.18,60.97,39.03,5.7,13.57,17.47,35.03,28.27,
월정국수,단품요리 전문,제주 제주시 구좌읍 월정리 305번지 1층,구좌읍,구좌읍,3,2,0,17.81,13.79,16.99,15.17,16.39,19.85,30.81,36.42,26.96,5.81,0,7.05,57.52,42.48,30.5,30.63,21.55,11.62,5.7,
신이내린닭 신제주신이점,치킨,제주 제주시 연동 1522-3번지 1층,연동,제주,2,1,9.81,21.53,12.62,13.43,12.08,17.41,13.12,0,0,1.69,81.24,17.07,76.46,73.38,26.63,7.48,16.03,36,33.03,7.4,
금화덕,양식,제주 서귀포시 중문동 2115-1번지 중문동,중문동,서귀포,2,3,14.29,9.57,12.64,13.39,16.45,16.02,17.64,0.55,14.86,17.49,57.6,9.49,25.27,56.8,43.2,13.65,33.01,29.35,15.7,8.3,
서흘길맥,단품요리 전문,제주 제주시 삼양일동 1643-21번지 1층,삼양일동,제주,2,2,16.02,5.47,16.37,14.24,15.92,17.46,14.53,0,0,0.56,69.43,30.02,71.76,71.36,28.64,9.8,27.64,41.5,16.32,4.72,
평양면옥,단품요리 전문,제주 서귀포시 서귀동 464-4번지,서귀동,서귀포,3,2,2.23,17.01,19.96,12.19,12.8,15.28,20.53,7.98,42.77,28.72,20.53,0,50.31,61.48,38.53,12.03,19.08,24.8,22.45,21.63,
휴즐리,단품요리 전문,제주 제주시 용담이동 434번지,용담이동,제주,6,5,12.72,14.93,12.24,13.75,13.12,16.89,16.36,12.65,28.93,45.28,13.14,0,13.42,37.33,62.68,37.88,33.01,16.85,9.81,2.48,
제주옛날통닭,치킨,제주 제주시 한림읍 한림리 1314-67번지,한림읍,한림읍,3,1,13.7,11.27,16.98,12.01,16.11,17.8,12.14,0,0,32.24,66.97,0.79,65.54,69.65,30.35,4.7,17.05,26.9,34.95,16.35,
제주흑돈만두,분식,제주 서귀포시 성산읍 고성리 2747-27번지,성산읍,성산읍,4,1,15.5,4.17,16.23,14.68,14.66,15.23,19.53,16.87,15.3,28.59,39.24,0,28.79,48.7,51.3,13.4,30.22,30.78,17.66,7.96,
제주참더덕과흑돼지,가정식,제주 서귀포시 성산읍 삼달리 2257-3번지,성산읍,성산읍,4,1,10.21,18.74,26.03,25.7,9.06,3.63,6.63,21.78,66.72,5.46,6.04,0,2.88,49.4,50.6,37.1,3.1,25.2,20.9,13.65,
바다애협동조합,단품요리 전문,제주 서귀포시 서귀동 101-4번지,서귀동,서귀포,4,3,11.17,11.37,17.59,18.97,14.46,12.63,13.81,19.46,44.8,17.67,18.08,0,33.75,63.5,36.5,8.4,15.15,29.25,26.8,20.4,
머구리,가정식,제주 제주시 애월읍 하귀2리 2735-1번지,애월읍,애월읍,2,2,13.04,4.35,17.39,17.39,17.39,13.04,17.39,0,0,0,78.26,21.74,6.38,53.7,46.3,25.6,27.3,33.1,12.4,1.7,
민수산 민식당,가정식,제주 제주시 애월읍 하귀2리 1301-1번지 1층,애월읍,애월읍,1,3,0,14.18,20.91,20.35,23.45,21.11,0,19.54,57.22,23.24,0,0,20.23,56.53,43.47,11.03,24.5,32,23.6,8.87,
명륜진사갈비서귀명동점,가정식,제주 서귀포시 서귀동 496-2번지,서귀동,서귀포,3,4,6.26,13.74,12.39,13.2,13.67,20.16,20.57,0,6.78,11.08,82.14,0,69.79,55.21,44.79,16.68,16.99,33.09,24.23,9.03,
프리베,단품요리 전문,제주 제주시 연동 293-67번지 1층,연동,제주,1,3,14.87,18.24,13.75,4.39,13.35,19.31,16.1,7.8,0,0,16.59,75.61,48.03,50.79,49.21,31.26,41.36,14.89,12.4,0.11,
싱싱촘맛집,단품요리 전문,제주 제주시 조천읍 함덕리 3129번지 1층,조천읍,조천읍,2,3,18.01,16.53,15.89,13.13,14.45,20.73,1.25,4.97,25.79,21.98,47.26,0,22.37,58.36,41.64,8.88,23.88,24.88,23.56,18.8,
애월정거장,분식,제주 제주시 애월읍 애월리 1584-1번지 1층,애월읍,애월읍,1,2,50,50,0,0,0,0,0,0,0,50,0,50,71.43,14.3,85.7,0,42.9,42.9,14.3,0,
한신포차 제주시청점,포장마차,제주 제주시 이도이동 1771-1번지 103호,이도이동,제주,4,4,12.78,9.79,10.67,10.55,13.04,22.62,20.57,0.05,0,0,32.5,67.45,73.01,50.43,49.58,63.85,22.68,6.93,6.01,0.54,
가파도식탁,가정식,제주 서귀포시 서귀동 726-11번지,서귀동,서귀포,1,1,21.51,18.2,6.25,9.19,11.95,17.83,15.07,6.07,18.2,11.95,63.79,0,15.3,59.9,40.1,9.95,23.9,20.45,28.05,17.65,
마루해물,가정식,제주 제주시 용담삼동 2364-1번지 1층,용담삼동,제주,3,2,6.25,4.69,23.44,10.94,6.25,4.69,43.75,25,26.56,35.94,12.5,0,3.72,51.8,48.2,28.4,26.2,27,14.4,4,
바람에스치운다,단품요리 전문,제주 제주시 구좌읍 하도리 368-6번지 1층,구좌읍,구좌읍,2,1,21.88,1.33,14.37,7.9,9.23,19.21,26.07,7.7,35.11,23.21,33.98,0,11.93,43.47,56.53,21.4,33.83,22.5,12.9,9.4,
중앙식당,가정식,제주 서귀포시 안덕면 화순리 1077-1번지 1층,안덕면,안덕면,4,5,14.27,14.6,15.35,7.23,15.72,16.04,16.79,41.01,28.36,19.56,11.07,0,22.42,60.13,39.88,5.03,21.55,27.48,28.59,17.35,
백록귀빈댁,가정식,제주 서귀포시 서귀동 295-14번지,서귀동,서귀포,1,3,24.29,31.43,10,0,7.14,7.14,20,31.43,44.29,24.29,0,0,69.71,85.65,14.4,0,8.15,0,43.75,48.15,
제주친정,가정식,제주 제주시 한경면 저지리 1519-6번지 단독건물,한경면,한경면,2,2,11.93,15.41,17.6,10.03,18.58,13.99,12.46,10.39,24.25,12.47,52.89,0,44.89,66.65,33.38,4.25,13.65,17.03,27.5,37.55,
정성식당,가정식,제주 제주시 한경면 신창리 16-3번지 1층,한경면,한경면,4,1,14.27,14.73,16.81,14.38,15.08,13.71,11.02,36.92,21.59,41.5,0,0,42.53,49.37,50.63,9.2,30.87,34.97,17.7,7.23,
